"","ds","yhat","yhat_lower","yhat_upper"
"1",2019-05-15 00:00:00,0.238050267265687,-0.473320907519325,0.919732684041087
"2",2019-05-15 01:00:00,0.218000865015367,-0.497041538326966,0.910377271557687
"3",2019-05-15 02:00:00,0.196370764579986,-0.467629883912448,0.926642530086696
"4",2019-05-15 03:00:00,0.182802632880477,-0.483941309731853,0.850621997720898
"5",2019-05-15 04:00:00,0.178502316011891,-0.500133963899537,0.869190082371502
"6",2019-05-15 05:00:00,0.176877326558715,-0.52148908806939,0.856792684459853
"7",2019-05-15 06:00:00,0.173046340324287,-0.503437344364922,0.891706363044275
"8",2019-05-15 07:00:00,0.171691578035689,-0.515467618083959,0.854963495863811
"9",2019-05-15 08:00:00,0.183984381041035,-0.573921218219198,0.872488870631486
"10",2019-05-15 09:00:00,0.215569993490732,-0.441447451775666,0.923064060773386
"11",2019-05-15 10:00:00,0.257505236913719,-0.418638502358187,0.945117061790776
"12",2019-05-15 11:00:00,0.290234010016106,-0.399801993761202,1.01349376648816
"13",2019-05-15 12:00:00,0.298380221635505,-0.40477708591886,0.972391298084409
"14",2019-05-15 13:00:00,0.283248396939731,-0.428856720685815,0.979444307089475
"15",2019-05-15 14:00:00,0.261362576310938,-0.472143119969613,1.00626079414075
"16",2019-05-15 15:00:00,0.250136295690041,-0.45133423469412,1.00160470804376
"17",2019-05-15 16:00:00,0.253693111999355,-0.431523622932296,0.947859938147819
"18",2019-05-15 17:00:00,0.261470349422741,-0.445089220391615,0.943558159366367
"19",2019-05-15 18:00:00,0.259981732168913,-0.416381458165261,1.01757381170997
"20",2019-05-15 19:00:00,0.245896207054363,-0.466896273807152,0.958280094700884
"21",2019-05-15 20:00:00,0.228089334992515,-0.448925810635732,1.00150582832361
"22",2019-05-15 21:00:00,0.217621480656894,-0.483112762855775,0.910513495869643
"23",2019-05-15 22:00:00,0.21632481044357,-0.480445430923229,0.935696385919405
"24",2019-05-15 23:00:00,0.215405239394395,-0.465516484549873,0.925240204674873
"25",2019-05-16 00:00:00,0.204922880174813,-0.528499961279554,0.891630885925837
"26",2019-05-16 01:00:00,0.184085729699434,-0.48715335940758,0.90619178200948
"27",2019-05-16 02:00:00,0.161913431778639,-0.537560145214192,0.91146784685401
"28",2019-05-16 03:00:00,0.148058079772265,-0.581959841957968,0.893736569160912
"29",2019-05-16 04:00:00,0.143732752404746,-0.54843373280767,0.869111155703681
"30",2019-05-16 05:00:00,0.142349895322452,-0.617523097938285,0.833240723385744
"31",2019-05-16 06:00:00,0.139030735431015,-0.558018547941534,0.842542096216806
"32",2019-05-16 07:00:00,0.138457604692889,-0.565219341865243,0.844185572586031
"33",2019-05-16 08:00:00,0.151799483270889,-0.548585457787153,0.886022010265749
"34",2019-05-16 09:00:00,0.184696775083688,-0.523067223051003,0.927439595169501
"35",2019-05-16 10:00:00,0.22819900197115,-0.495557275937745,0.878353485514689
"36",2019-05-16 11:00:00,0.262740349249231,-0.501230673400266,0.980879059287516
"37",2019-05-16 12:00:00,0.272932670275759,-0.427073810691129,1.00840396155903
"38",2019-05-16 13:00:00,0.260066189506113,-0.445028983959994,1.05077314624153
"39",2019-05-16 14:00:00,0.240648522514958,-0.476817997310545,0.901401261249984
"40",2019-05-16 15:00:00,0.232074800603789,-0.508131094348232,0.99229319547778
"41",2019-05-16 16:00:00,0.238448362091259,-0.423988194989635,0.940470394218282
"42",2019-05-16 17:00:00,0.249184684379987,-0.469941690133578,0.955171678762307
"43",2019-05-16 18:00:00,0.250774220436868,-0.473922919166906,0.947095806607966
"44",2019-05-16 19:00:00,0.239861440854162,-0.4338145441422,0.937568108277315
"45",2019-05-16 20:00:00,0.225296458226729,-0.529911219382766,0.939821619424392
"46",2019-05-16 21:00:00,0.218113460592575,-0.468047182805131,0.876732869554157
"47",2019-05-16 22:00:00,0.220117961406278,-0.503289462168575,0.893872217216219
"48",2019-05-16 23:00:00,0.222489003974181,-0.487117302097247,0.94484237555673
"49",2019-05-17 00:00:00,0.215259870626314,-0.496937892596098,0.917591702945824
"50",2019-05-17 01:00:00,0.197612029373588,-0.502446874553183,0.943651070061988
"51",2019-05-17 02:00:00,0.178539153579932,-0.516405545918207,0.932191269797516
"52",2019-05-17 03:00:00,0.167668175826652,-0.480970939590621,0.902983449031674
"53",2019-05-17 04:00:00,0.166188066374351,-0.526011413291493,0.8583106472627
"54",2019-05-17 05:00:00,0.167488446165177,-0.526710671681426,0.836716659677623
"55",2019-05-17 06:00:00,0.166669218880037,-0.586223704422396,0.845845038547348
"56",2019-05-17 07:00:00,0.168393096376858,-0.537945661089186,0.857196670458007
"57",2019-05-17 08:00:00,0.183811325228165,-0.57035317105308,0.877944459589205
"58",2019-05-17 09:00:00,0.218548625472601,-0.527941771897309,0.910573207269594
"59",2019-05-17 10:00:00,0.263641026029758,-0.431212672023843,1.01074675112447
"60",2019-05-17 11:00:00,0.299511528127763,-0.451513540836279,0.992179012685163
"61",2019-05-17 12:00:00,0.310763203146796,-0.375394204161649,1.00934317495974
"62",2019-05-17 13:00:00,0.298679963426221,-0.382556569747036,1.0373980191632
"63",2019-05-17 14:00:00,0.279765623943234,-0.398987148409324,0.956402367977666
"64",2019-05-17 15:00:00,0.271414042114684,-0.499248524965583,0.986828504299038
"65",2019-05-17 16:00:00,0.277729797849856,-0.415246278966437,0.986871191450522
"66",2019-05-17 17:00:00,0.288132088203037,-0.414936873234743,1.03073107143137
"67",2019-05-17 18:00:00,0.289117500875924,-0.40997924285305,0.987122321488228
